budget,usecase,cpu_brand_pref,gpu_brand_pref,cpu_id,gpu_id,mobo_id,ram_id,ssd_id,psu_id,case_id,cooler_id,total_price,quality_score
57120,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
648163,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
650547,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
224853,AI-ML,,,325,167,225,244,139,195,313,155,213700.0,0
29488,AI-ML,Intel,AMD,93,117,43,131,178,300,77,287,117280.0,0
53419,General Use,AMD,NVIDIA,160,0,293,49,56,300,77,0,53499.0,0
396823,Gaming,AMD,AMD,91,33,40,244,59,65,81,156,400300.0,0
60837,Editing,AMD,AMD,160,27,293,131,178,300,77,0,85499.0,0
398491,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
63395,Editing,Intel,,93,27,43,131,178,300,77,287,89280.0,0
29242,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
124649,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
179484,AI-ML,,,327,169,35,50,139,195,281,0,178799.0,0
63206,General Use,AMD,NVIDIA,1,0,293,243,178,300,77,0,59299.0,0
296310,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
217382,Gaming,,NVIDIA,88,167,225,52,57,195,203,75,215300.0,0
500590,AI-ML,Intel,,94,121,46,135,60,146,209,156,475800.0,0
181090,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
403941,Editing,AMD,AMD,92,169,40,135,60,65,150,158,403500.0,0
297775,Editing,,AMD,91,30,225,244,60,65,148,76,285200.0,0
96254,AI-ML,,NVIDIA,93,20,43,131,178,61,77,73,99200.0,0
498923,Gaming,AMD,AMD,91,121,40,244,60,146,214,156,461800.0,0
63354,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
399678,Gaming,,,92,167,40,135,60,65,150,156,399500.0,0
184707,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
41355,Editing,,AMD,93,27,43,131,178,300,77,287,89280.0,0
149245,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
181772,Editing,Intel,AMD,12,120,43,50,59,195,79,153,181700.0,0
80449,General Use,Intel,AMD,14,0,43,50,57,180,305,215,84500.0,0
218242,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
651940,Editing,AMD,,92,115,125,135,140,146,212,158,651500.0,0
648098,Gaming,AMD,,164,115,40,135,60,146,308,159,648000.0,0
216024,AI-ML,AMD,,325,167,225,244,139,195,68,75,212000.0,0
39601,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
56173,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
27118,General Use,AMD,AMD,160,0,293,130,136,300,77,0,46499.0,0
99294,Gaming,Intel,NVIDIA,95,105,43,49,177,61,77,73,106200.0,0
648720,Gaming,,,164,115,40,135,60,146,308,159,648000.0,0
35950,General Use,AMD,,160,0,293,130,177,300,77,0,47999.0,0
654412,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
96113,Editing,,,2,27,293,131,178,61,77,0,94000.0,0
651866,Gaming,,AMD,164,121,40,135,140,146,212,283,651300.0,0
397926,AI-ML,Intel,NVIDIA,99,167,46,135,262,65,307,156,397800.0,0
121140,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
398673,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
59050,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
82274,Gaming,AMD,AMD,160,28,293,48,177,180,77,0,88499.0,0
303787,Editing,Intel,AMD,94,169,230,50,60,65,307,76,282800.0,0
150554,AI-ML,AMD,,1,120,35,50,57,195,77,0,141999.0,0
101225,Gaming,AMD,AMD,1,28,293,49,177,62,77,0,94499.0,0
652094,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
36553,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
67905,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
397924,AI-ML,AMD,,92,167,40,135,60,65,214,156,396500.0,0
52140,Gaming,AMD,,160,18,293,48,177,300,77,0,72499.0,0
645088,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
402018,Gaming,Intel,,99,167,46,135,262,65,70,156,401800.0,0
499241,AI-ML,AMD,AMD,91,121,40,135,60,146,209,156,485300.0,0
250037,Gaming,,AMD,88,169,225,53,139,181,314,155,225900.0,0
176858,Editing,,,88,29,225,53,139,195,313,153,171400.0,0
75870,General Use,AMD,AMD,327,0,35,243,178,141,78,0,69999.0,0
80295,Gaming,Intel,AMD,95,28,43,48,177,180,77,215,97500.0,0
254053,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
62834,Gaming,Intel,,93,27,43,48,177,300,77,287,80780.0,0
217962,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
183063,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
222641,AI-ML,Intel,,13,167,43,50,139,195,313,76,222000.0,0
77531,AI-ML,AMD,,160,20,293,131,178,141,77,0,89999.0,0
647775,AI-ML,Intel,NVIDIA,99,115,319,135,140,146,214,283,647600.0,0
123332,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
502275,Gaming,AMD,AMD,91,121,40,244,60,146,214,156,461800.0,0
395672,Gaming,,AMD,91,33,40,244,59,65,81,156,400300.0,0
153846,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
31770,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
118770,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
148432,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
38070,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
76656,AI-ML,Intel,AMD,93,117,43,131,178,188,77,289,122300.0,0
38714,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
176667,Editing,,,88,29,225,53,139,195,313,153,171400.0,0
404683,Editing,,AMD,99,169,46,54,60,65,70,156,367000.0,0
400012,Gaming,Intel,NVIDIA,99,167,46,135,60,65,214,159,400000.0,0
52533,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
27779,General Use,,,93,0,43,130,136,300,77,287,50280.0,0
503932,Editing,Intel,AMD,102,169,128,135,140,146,212,283,502300.0,0
41984,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
37317,General Use,AMD,AMD,160,0,293,48,177,300,77,0,49999.0,0
64155,Gaming,Intel,,93,27,43,48,177,300,77,72,83700.0,0
498140,AI-ML,,AMD,91,121,40,135,60,146,209,156,485300.0,0
26937,General Use,AMD,,160,0,293,130,136,300,77,0,46499.0,0
59557,General Use,Intel,NVIDIA,11,0,43,243,56,300,77,287,64079.0,0
152657,AI-ML,AMD,NVIDIA,1,22,35,50,57,195,313,0,152499.0,0
36144,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
302445,AI-ML,Intel,NVIDIA,94,167,46,50,60,65,314,156,301500.0,0
84247,AI-ML,AMD,,160,20,293,131,178,180,77,0,90999.0,0
295539,AI-ML,AMD,,91,167,225,244,60,65,314,76,294200.0,0
397374,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
59016,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
68754,Editing,,,95,27,43,131,178,300,77,72,93700.0,0
58665,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
300907,AI-ML,,NVIDIA,91,167,225,244,60,65,148,156,300700.0,0
400867,Editing,Intel,NVIDIA,99,167,46,54,60,65,70,156,372000.0,0
178357,Gaming,,AMD,88,120,225,52,178,195,281,153,177700.0,0
103935,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
179460,Gaming,AMD,,325,166,225,51,178,195,313,153,174200.0,0
498259,Editing,Intel,,102,167,128,135,262,146,214,156,457800.0,0
495357,Editing,Intel,,102,167,128,135,262,146,214,156,457800.0,0
63124,General Use,AMD,AMD,1,0,293,243,178,300,77,0,59299.0,0
57130,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
253417,Editing,,,94,167,43,50,59,181,148,155,253000.0,0
254312,Editing,,AMD,94,169,43,50,60,181,314,155,253500.0,0
67763,AI-ML,Intel,,93,20,43,131,178,300,77,72,95200.0,0
647674,Editing,AMD,NVIDIA,92,115,125,135,140,146,211,158,646500.0,0
38357,General Use,Intel,NVIDIA,93,0,43,48,177,300,77,287,53780.0,0
221689,AI-ML,AMD,,325,167,225,244,139,195,313,155,213700.0,0
654164,AI-ML,Intel,,99,115,319,135,140,146,302,283,653600.0,0
99278,AI-ML,AMD,,160,20,293,131,178,61,77,0,91499.0,0
30724,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
222351,Gaming,AMD,NVIDIA,88,167,225,52,57,195,203,155,216500.0,0
53470,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
64266,Gaming,Intel,AMD,93,27,43,48,177,300,77,72,83700.0,0
245740,Editing,,NVIDIA,86,165,225,244,59,181,314,155,230200.0,0
502277,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
180556,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
68757,General Use,Intel,,11,0,43,243,178,300,77,72,69499.0,0
499785,AI-ML,Intel,,94,121,46,135,60,146,209,156,475800.0,0
150361,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
43797,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
98226,Gaming,,,160,105,293,49,177,61,77,0,96999.0,0
495100,Gaming,AMD,AMD,91,121,40,244,60,146,214,156,461800.0,0
496575,Editing,,AMD,164,169,40,135,140,146,302,156,496000.0,0
253563,AI-ML,,NVIDIA,88,167,225,244,139,181,79,155,232500.0,0
122752,Editing,Intel,AMD,14,28,43,50,57,62,77,285,123380.0,0
181659,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
152878,Gaming,,NVIDIA,325,165,225,51,178,195,68,153,161900.0,0
42089,General Use,Intel,AMD,93,0,43,48,177,300,77,287,53780.0,0
69832,AI-ML,,NVIDIA,93,20,43,131,178,300,77,72,95200.0,0
80909,Editing,AMD,NVIDIA,1,20,293,131,178,180,77,0,92999.0,0
65383,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,72,79200.0,0
651597,Gaming,AMD,AMD,164,121,40,135,140,146,212,283,651300.0,0
50051,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
221319,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
299005,Gaming,,AMD,91,169,225,54,139,65,149,76,298900.0,0
117089,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
146355,AI-ML,,AMD,11,120,43,50,57,142,77,153,150999.0,0
500238,AI-ML,Intel,AMD,94,121,46,135,60,146,209,156,475800.0,0
182673,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
248100,Gaming,,NVIDIA,88,167,225,52,139,181,314,155,227400.0,0
69369,General Use,Intel,AMD,11,0,43,243,178,300,77,72,69499.0,0
498371,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
62024,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
124712,AI-ML,AMD,NVIDIA,326,20,183,50,59,62,78,0,124499.0,0
222103,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
245098,Gaming,AMD,AMD,88,169,225,52,139,181,314,155,222400.0,0
221909,AI-ML,,NVIDIA,325,167,225,244,139,195,313,155,213700.0,0
649770,AI-ML,AMD,,164,115,40,135,140,146,214,158,649000.0,0
499030,Editing,Intel,NVIDIA,102,167,128,135,262,146,214,156,457800.0,0
60916,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
253640,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
254879,AI-ML,AMD,,88,167,225,244,139,181,79,155,232500.0,0
152788,Editing,Intel,,12,105,43,50,139,195,68,153,151900.0,0
124943,Editing,AMD,AMD,325,28,225,52,57,62,77,285,132780.0,0
58292,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
51529,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
38649,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
216689,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
175480,Editing,,,88,29,225,53,139,195,313,153,171400.0,0
39282,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
75126,Gaming,AMD,AMD,160,116,293,48,177,141,77,0,84499.0,0
54187,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
646634,Gaming,AMD,AMD,164,121,40,135,140,146,211,283,646300.0,0
98589,Editing,,,2,27,293,131,178,61,77,0,94000.0,0
504569,AI-ML,AMD,AMD,91,121,40,135,60,146,209,156,485300.0,0
123501,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
648003,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
295111,Gaming,Intel,NVIDIA,99,167,43,50,139,65,67,156,295000.0,0
251149,Editing,Intel,NVIDIA,94,167,43,50,59,181,314,155,251000.0,0
152847,AI-ML,Intel,NVIDIA,97,20,43,50,57,195,68,153,152500.0,0
217290,AI-ML,,,325,167,225,244,139,195,313,75,212500.0,0
152125,Gaming,,AMD,325,120,225,51,178,195,68,153,157900.0,0
299297,Editing,,NVIDIA,91,166,225,244,60,65,148,76,281000.0,0
99061,General Use,,AMD,325,0,225,51,139,61,313,73,90600.0,0
120083,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
220830,AI-ML,AMD,NVIDIA,325,167,225,244,139,195,313,155,213700.0,0
69158,AI-ML,,AMD,93,117,43,131,178,300,77,72,120200.0,0
101591,Editing,Intel,NVIDIA,14,20,43,50,178,62,77,73,113200.0,0
652452,AI-ML,AMD,AMD,164,121,40,135,140,146,212,283,651300.0,0
101345,AI-ML,AMD,,160,20,293,50,178,62,77,0,94999.0,0
79254,General Use,,,325,0,225,51,57,141,305,289,85200.0,0
42673,AI-ML,Intel,AMD,93,117,43,131,178,300,77,287,117280.0,0
399409,Editing,AMD,NVIDIA,92,167,40,135,60,65,330,156,398000.0,0
118446,Editing,,,325,116,225,52,57,62,77,285,129780.0,0
396804,AI-ML,Intel,NVIDIA,99,167,46,135,60,65,81,159,396500.0,0
124425,Gaming,Intel,,11,117,43,243,56,62,77,285,129179.0,0
98414,General Use,,NVIDIA,325,0,225,51,139,61,313,73,90600.0,0
145591,AI-ML,,AMD,11,120,43,50,57,142,77,153,150999.0,0
27907,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
395838,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
183767,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
67069,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,72,95200.0,0
177958,Editing,AMD,,88,29,225,53,139,195,313,153,171400.0,0
37365,General Use,,,93,0,43,48,177,300,77,287,53780.0,0
81241,AI-ML,AMD,,160,20,293,131,178,180,77,0,90999.0,0
181656,Editing,Intel,AMD,12,120,43,50,59,195,313,153,180900.0,0
84930,General Use,AMD,,325,0,225,51,57,180,305,73,86600.0,0
145349,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
102822,Editing,,,327,20,293,50,178,62,77,0,101999.0,0
499646,AI-ML,Intel,NVIDIA,94,114,46,135,60,146,209,156,455800.0,0
57883,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
78698,Gaming,AMD,AMD,160,116,293,48,177,141,77,0,84499.0,0
118599,Gaming,AMD,NVIDIA,2,21,183,243,56,62,77,0,116100.0,0
154657,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
178712,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
34395,Gaming,Intel,AMD,93,27,43,48,177,300,77,287,80780.0,0
301586,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
299383,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
152133,Editing,Intel,AMD,12,28,43,50,139,195,68,153,145900.0,0
30496,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
647326,Gaming,,NVIDIA,164,115,40,135,60,146,212,159,644500.0,0
59772,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
495887,Gaming,AMD,NVIDIA,92,114,40,244,60,146,330,159,495300.0,0
38548,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
30134,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
118645,Editing,AMD,,325,116,225,52,57,62,77,285,129780.0,0
401472,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
217825,Gaming,Intel,AMD,12,169,43,50,57,195,203,75,203300.0,0
78720,Editing,Intel,,95,27,43,131,178,141,77,289,95800.0,0
297022,AI-ML,,NVIDIA,91,167,225,244,60,65,203,154,296800.0,0
34549,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
120701,Gaming,AMD,AMD,2,29,183,243,56,62,77,0,116600.0,0
55200,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
651710,Editing,,,92,115,125,135,140,146,212,158,651500.0,0
52440,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
39735,General Use,AMD,NVIDIA,160,0,293,48,177,300,77,0,49999.0,0
650541,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
117277,AI-ML,AMD,AMD,160,117,183,50,178,62,77,0,121299.0,0
297902,Gaming,,,91,167,225,244,60,65,67,76,297700.0,0
53653,AI-ML,Intel,AMD,93,117,43,131,178,300,77,287,117280.0,0
146057,AI-ML,Intel,NVIDIA,13,20,43,50,139,142,77,153,146000.0,0
53536,Editing,,AMD,93,27,43,131,178,300,77,287,89280.0,0
175630,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
296276,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
151277,Editing,AMD,AMD,7,28,225,52,139,195,68,153,151400.0,0
246129,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
41189,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
248349,Editing,AMD,AMD,86,120,225,244,59,181,314,155,226200.0,0
51148,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
182088,Editing,,NVIDIA,88,21,225,53,139,195,313,153,170900.0,0
104371,Gaming,Intel,NVIDIA,11,105,43,49,177,62,77,74,112699.0,0
59148,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
249922,Editing,Intel,AMD,94,169,43,50,59,181,314,76,249500.0,0
66798,General Use,Intel,,11,0,43,243,178,300,77,72,69499.0,0
251981,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
57226,Gaming,AMD,,160,18,293,48,177,300,77,0,72499.0,0
250250,Gaming,Intel,AMD,94,169,43,50,59,181,314,76,249500.0,0
400775,Gaming,,,92,167,40,135,60,65,150,156,399500.0,0
218989,AI-ML,AMD,,325,167,225,244,139,195,313,75,212500.0,0
77756,AI-ML,Intel,AMD,93,117,43,131,178,188,77,289,122300.0,0
97466,AI-ML,Intel,,93,20,43,131,178,61,77,73,99200.0,0
247350,Gaming,AMD,NVIDIA,88,167,225,52,139,181,314,155,227400.0,0
76035,Gaming,Intel,NVIDIA,93,20,43,48,177,141,77,289,88800.0,0
647843,Gaming,AMD,NVIDIA,164,115,40,135,60,146,212,159,644500.0,0
399969,Gaming,AMD,,92,167,40,135,60,65,150,156,399500.0,0
38460,General Use,AMD,NVIDIA,160,0,293,48,177,300,77,0,49999.0,0
145384,AI-ML,Intel,,11,120,43,50,57,142,77,153,150999.0,0
253730,Gaming,,,88,167,225,53,139,181,314,155,230900.0,0
654174,AI-ML,,AMD,99,121,319,135,140,146,280,283,629400.0,0
99455,Editing,AMD,AMD,2,27,293,131,178,61,77,0,94000.0,0
28446,Editing,,AMD,93,27,43,131,178,300,77,287,89280.0,0
35346,General Use,Intel,NVIDIA,93,0,43,130,177,300,77,287,51780.0,0
76745,Gaming,Intel,,93,116,43,48,177,141,77,289,91800.0,0
32627,General Use,,AMD,93,0,43,130,136,300,77,287,50280.0,0
402667,Gaming,Intel,AMD,94,33,46,244,59,65,70,156,391300.0,0
54611,Gaming,Intel,AMD,93,27,43,48,177,300,77,287,80780.0,0
303116,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
149909,Gaming,AMD,AMD,325,120,225,51,56,142,305,153,153900.0,0
181734,Gaming,AMD,AMD,325,30,225,51,57,195,79,153,181700.0,0
501003,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
103784,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
222623,Editing,Intel,AMD,97,120,43,50,59,195,203,155,202600.0,0
31318,Gaming,Intel,AMD,93,27,43,48,177,300,77,287,80780.0,0
96355,General Use,AMD,AMD,325,0,225,51,139,61,313,73,90600.0,0
299179,Gaming,AMD,,91,167,225,244,60,65,209,76,299000.0,0
99956,General Use,AMD,AMD,325,0,225,51,139,61,313,73,90600.0,0
34441,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
35713,General Use,,NVIDIA,93,0,43,130,177,300,77,287,51780.0,0
63304,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
84123,General Use,AMD,AMD,325,0,225,51,57,180,305,73,86600.0,0
179636,Gaming,AMD,NVIDIA,325,166,225,51,178,195,313,153,174200.0,0
77019,Editing,Intel,,95,27,43,131,178,141,77,289,95800.0,0
84706,General Use,,AMD,325,0,225,51,57,180,305,73,86600.0,0
652514,Editing,,NVIDIA,92,115,125,135,140,146,212,158,651500.0,0
122333,Editing,AMD,NVIDIA,325,20,225,52,57,62,77,285,126780.0,0
217688,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
60584,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
495742,Editing,AMD,,164,167,40,135,140,146,214,156,495000.0,0
254586,Gaming,,AMD,86,169,225,244,59,181,148,155,254200.0,0
179025,Gaming,AMD,AMD,325,30,225,51,178,195,313,153,178400.0,0
84184,Gaming,AMD,AMD,160,28,293,48,177,180,77,0,88499.0,0
55332,General Use,AMD,AMD,160,0,293,49,56,300,77,0,53499.0,0
154568,Editing,,,88,105,225,52,139,195,68,153,158900.0,0
175011,Gaming,AMD,,325,165,225,51,178,195,313,153,162400.0,0
43968,Gaming,Intel,AMD,93,27,43,48,177,300,77,287,80780.0,0
100131,Editing,Intel,,14,20,43,50,178,62,77,73,113200.0,0
148815,AI-ML,Intel,NVIDIA,13,20,43,50,139,142,79,153,148800.0,0
58193,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
253349,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
504882,Editing,,AMD,164,169,40,135,140,146,303,158,504500.0,0
254704,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
115349,Editing,Intel,,14,116,43,50,57,62,77,286,119980.0,0
84205,General Use,Intel,,14,0,43,50,57,180,305,73,84700.0,0
179689,Gaming,Intel,,14,166,43,50,178,195,313,153,172300.0,0
30200,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
248596,Editing,,NVIDIA,94,165,43,50,59,181,314,155,224000.0,0
152068,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
52284,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
247917,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
28315,Editing,AMD,AMD,160,27,293,131,178,300,77,0,85499.0,0
151764,Gaming,AMD,AMD,325,120,225,51,178,195,68,153,157900.0,0
41970,Editing,Intel,AMD,93,27,43,131,178,300,77,287,89280.0,0
147974,Editing,Intel,AMD,14,29,43,50,139,142,79,153,147800.0,0
178042,AI-ML,AMD,,327,169,35,50,139,195,313,0,177499.0,0
27005,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
247972,Editing,AMD,AMD,86,120,225,244,59,181,314,155,226200.0,0
38778,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
251333,AI-ML,Intel,NVIDIA,94,167,43,50,59,181,314,155,251000.0,0
122080,Gaming,AMD,NVIDIA,2,21,183,243,56,62,77,0,116100.0,0
154888,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
401565,Gaming,Intel,NVIDIA,99,167,46,135,60,65,330,159,401500.0,0
36548,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
253087,Editing,AMD,NVIDIA,86,165,225,244,59,181,314,155,230200.0,0
62829,General Use,,,11,0,43,243,178,300,77,287,66579.0,0
51904,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
55708,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
103389,Gaming,,NVIDIA,11,105,43,49,177,62,77,73,111699.0,0
35864,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
296510,Editing,Intel,AMD,17,169,43,50,60,65,207,156,296380.0,0
96810,AI-ML,AMD,NVIDIA,160,20,293,131,178,61,77,0,91499.0,0
215429,Editing,AMD,NVIDIA,83,166,35,50,59,195,314,155,214800.0,0
501363,AI-ML,Intel,NVIDIA,94,114,46,135,60,146,209,156,455800.0,0
54758,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
52259,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
175731,Editing,AMD,,88,29,225,53,139,195,313,153,171400.0,0
61840,Editing,,AMD,93,27,43,131,178,300,77,287,89280.0,0
34028,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
67290,AI-ML,Intel,,93,20,43,131,178,300,77,72,95200.0,0
65453,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
40591,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
399710,Gaming,,NVIDIA,92,167,40,135,60,65,150,156,399500.0,0
101952,Editing,Intel,AMD,14,27,43,50,178,62,77,73,110200.0,0
216205,Gaming,,,88,167,225,52,57,195,203,75,215300.0,0
176366,Editing,AMD,AMD,88,29,225,53,139,195,313,153,171400.0,0
123460,AI-ML,Intel,AMD,95,117,43,50,178,62,77,285,130880.0,0
652978,Gaming,,AMD,164,121,40,135,140,146,212,283,651300.0,0
81027,General Use,,AMD,325,0,225,51,57,180,305,215,86400.0,0
39085,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
50721,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
402180,AI-ML,,NVIDIA,92,167,40,135,60,65,81,158,402000.0,0
650738,Gaming,Intel,NVIDIA,102,115,128,135,60,146,151,158,598000.0,0
153805,Gaming,Intel,AMD,14,120,43,50,178,195,68,153,156000.0,0
44456,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
75499,AI-ML,,NVIDIA,93,20,43,131,178,141,77,72,96700.0,0
33123,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
55995,AI-ML,Intel,AMD,93,117,43,131,178,300,77,287,117280.0,0
29205,Editing,,,93,27,43,131,178,300,77,287,89280.0,0
179242,AI-ML,Intel,NVIDIA,14,22,43,50,139,195,78,153,168700.0,0
301170,Gaming,Intel,NVIDIA,17,167,232,50,139,65,205,76,301000.0,0
153428,Gaming,AMD,,325,165,225,51,178,195,68,153,161900.0,0
63733,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
